ID,IE,Title,Object Type,Inscription Type,Suspected Location,Low Date,High Date,Date,Date Span,Low Date Uncertain,High Date Uncertain,Notes,ID_b,Letter Height (m),Avg,Order,Notes_b,id,text,clean,clean_char_count,clean_word_count,diplomatic,diplomatic_char_count,diplomatic_word_count
466,466,"Statue Base for D. Iun. Peiraieus, Hierophant",Column/Herm,Dedication,,125,175,150,50,TRUE,TRUE,,466,0.021,,212,,466,"1
            
            ἱεροφάντην · Δ(έκμον) · Ἰο[ύνιον? — — Πει]-
          
          
            
              
            
            ραιέα Κορνηλία Φ[— — — — — — —]-
          
          
            
              
            
            έως · θυ(γάτηρ) · τὸν ἑαυτῆς [ἄνδρα].", ἱεροφάντην Δέκμον Ἰούνιον Πει ραιέα Κορνηλία Φ έως θυγάτηρ τὸν ἑαυτῆς ἄνδρα,76,12, ἱεροφάντην Δ Ἰο ραιέα Κορνηλία Φ έως θυ τὸν ἑαυτῆς ,52,10
467,467,"Statue Base for an Unknown Hearth-Initiate, Relative of the Daduch Ti. Kl. Lysiades",Base,Dedication,,125,175,150,50,TRUE,TRUE,,467,,,213,,467,"[— — — — — — — — — — —]
          
          
            
              
            
            [Τιβ(ερίου) Κλ(αυδίου) Λυσι]άδου δᾳδούχου
          
          
            
              
            
            [μυηθέντα ἀ]φ’ ἑστίας.
          
          
            
              
            
                                   vacat", Τιβερίου Κλαυδίου Λυσιάδου δᾳδούχου μυηθέντα ἀφ’ ἑστίας ,57,7, άδου δᾳδούχου φ’ ἑστίας ,25,4
468,468,Statue Base for Ael. Praxagoras of Melite,Base,Dedication,,125,175,150,50,TRUE,TRUE,,468,0.033,,214,,468,"frg. c.1
            
            Αἴλ(ιον) Πρ̣α̣[ξαγόραν Μελιτέα?]
          
          
            
              
            
            [τὸ]ν π̣[ανηγυριαρχήσαντα?]
          
          
            
              
            
            [καὶ — — — — — — — — —]
          
          
            
              
            
            [— — — — — — — — — —]
          
          
            
              frg. ab.4
            
            [․․]Σ̣Α̣ΝΙ̣ΟΥ[․․․7․․․․ Πραξα]-
          
          
            
              5
            
            γόρου Θορικ[ίου θυγατρὸς]
          
          
            
              
            
            υἱὸν καὶ Κλ(αυδίου) [Θεμιστοκλέους?]
          
          
            
              
            
            [Μελιτέω]ς̣ ἔ̣[γγονον — —]
          
          
            
              
            
            [— — — — — — — — — —]
          
          
            
              
            
             
          
          
            
              frg. d
            
            [— — — — — —]
          
          
            
              
            
            [—]Ι̣Ο̣․[— — —]
          
          
            
              
            
            [—]ΝΟ[— — —]
          
          
            
              
            
            [— —]Τ̣[— — —]
          
          
            
              
            
            [— — — — — —]", Αἴλιον Πρ̣α̣ξαγόραν Μελιτέα τὸν π̣ανηγυριαρχήσαντα καὶ Σ̣Α̣ΝΙ̣ΟΥ Πραξα γόρου Θορικίου θυγατρὸς υἱὸν καὶ Κλαυδίου Θεμιστοκλέους Μελιτέως̣ ἔ̣γγονον Ι̣Ο̣ ΝΟ Τ̣ ,158,20, Αἴλ Πρ̣α̣ ν π̣ Σ̣Α̣ΝΙ̣ΟΥ γόρου Θορικ υἱὸν καὶ Κλ ς̣ ἔ̣ Ι̣Ο̣․ ΝΟ Τ̣ ,68,15
469,469,Statue Base for an Unknown Individual,Base,Dedication,,125,175,150,50,TRUE,TRUE,,469,0.026,,215,,469,"[— — — — — — — — — — — — — —]
          
          
            
              
            
            [— — — — — — —] Π̣ρα[ξαγορ— — —]
          
          
            
              
            
            [— — — — ἀδελ]φὸν #⁷[— — — — —]
          
          
            
              
            
            [— — — — — —]πος̣ [— — — — — —]
          
          
            
              
            
            [— — — — — — — — — — — — — —]", Π̣ραξαγορ ἀδελφὸν πος̣ ,24,3, Π̣ρα φὸν πος̣ ,15,3
470,470,"Statue Base for Klementiane, Daughter of Arrian",Base,Dedication,,150,200,175,50,TRUE,FALSE,,470,0.016,,216,,470,"1
            
            ἔκγονον ἠδὲ θύγατρα δυοῖν ὑπάτων Ἀρριανῶν,
          
          
            
              
            
              οἳ σοφίαι πλοῦτον καὶ γένος ἠγλάϊσαν,
          
          
            
              
            
            μύστιν Ἀθηναῖοι Κλημεντιανὴν παρὰ Δηοῖ
          
          
            
              
            
              στῆσαν σωφροσύνης καὶ σοφίας ἕνεκα.", ἔκγονον ἠδὲ θύγατρα δυοῖν ὑπάτων Ἀρριανῶν οἳ σοφίαι πλοῦτον καὶ γένος ἠγλάϊσαν μύστιν Ἀθηναῖοι Κλημεντιανὴν παρὰ Δηοῖ στῆσαν σωφροσύνης καὶ σοφίας ἕνεκα,153,22, ἔκγονον ἠδὲ θύγατρα δυοῖν ὑπάτων Ἀρριανῶν οἳ σοφίαι πλοῦτον καὶ γένος ἠγλάϊσαν μύστιν Ἀθηναῖοι Κλημεντιανὴν παρὰ Δηοῖ στῆσαν σωφροσύνης καὶ σοφίας ἕνεκα,153,22
471,471,Statue Base for an Unknown Emperor,Base,Dedication,,150,200,175,50,TRUE,FALSE,,471,0.08,,217,,471,"upper molding.1
            
            [ὑπὲρ τῆς νίκης?]
          
          
            
              shaft.2
            
            τοῦ Αὐτοκ[ρά]-
          
          
            
              
            
            τορος Ἀνα̣[․․]-
          
          
            
              
            
            [․]ν Κρατέρο[υ]
          
          
            
              5
            
            ἀρχιερεὺς
          
          
            
              
            
            Ἀχαιῶν.", ὑπὲρ τῆς νίκης τοῦ Αὐτοκρά τορος Ἀνα̣ ν Κρατέρου ἀρχιερεὺς Ἀχαιῶν,66,11, τοῦ Αὐτοκ τορος Ἀνα̣ ν Κρατέρο ἀρχιερεὺς Ἀχαιῶν,48,8
472,472,Statue Base for an Unknown Member of the Klaudii of Melite,Base,Dedication,,150,200,175,50,TRUE,TRUE,,472,0.025,,218,,472,"[— — — — — — — — — — — — — — — — —]
          
          
            
              
            
            [Κλαυδίου Λε]ω̣νίδ[ου δᾳδούχου Μελιτέως]
          
          
            
              
            
            [— — — κηρυ]κ̣εύ[σαντα τῆς ἐξ Ἀρείου]
          
          
            
              
            
            [πάγου βουλῆ]ς̣ [— — — — — — — — — —]
          
          
            
              
            
            [— — — — — — — — — — — — — — — —]", Κλαυδίου Λεω̣νίδου δᾳδούχου Μελιτέως κηρυκ̣εύσαντα τῆς ἐξ Ἀρείου πάγου βουλῆς̣ ,80,10, ω̣νίδ κ̣εύ ς̣ ,15,3
691,473,"Statue Base for Sergius Salvidius Orfitus, Dedicated by The Areopagus, Boule, and Demos",Base,Dedication,South Wall,150,160,155,10,FALSE,FALSE,,691,0.055,TRUE,219,,,,,,,,,
692,473,"Statue Base for Calpurnia Lepida, Daughter of L., Wife of Scipio Orfitus, Dedicated by the Areopagus, Boule, and Demos",Base,Dedication,South Wall,150,160,155,10,FALSE,FALSE,,692,0.055,TRUE,220,,,,,,,,,
693,473,"Statue Base for Sergius Calpurius Scipio Orfitus, Son of Scipio Orfitus, Dedicated by the Areopagus, Boule, and Demos",Base,Dedication,South Wall,150,160,155,10,FALSE,FALSE,,693,0.055,TRUE,221,,,,,,,,,
694,473,"Statue Base for L. Calpurnius Scipio, son of Orfitus, Dedicated by the Areopagus, Boule, and Demos",Base,Dedication,South Wall,150,160,155,10,FALSE,FALSE,,694,0.055,TRUE,222,,,,,,,,,
474,474,"Statue Base for P. Ael. Teimosthenes Berenikides, Son of Ael. Zenon, Hearth-Initiate",Base,Dedication,South Wall,150,160,155,10,FALSE,FALSE,,474,0.02,,223,,474,"1
            
            Πό(πλιος) Αἴλ(ιος) Τειμοσθένης Βε-
          
          
            
              
            
               ρενικίδης Αἰλ(ίου) Ζήνωνος
          
          
            
              
            
               τοῦ πυθοχρήστου ἐξη-
          
          
            
              
            
               γητοῦ υἱὸς μυηθεὶς ❦
          
          
            
              5
            
                        ἀφ’ ἑστίας.", Πόπλιος Αἴλιος Τειμοσθένης Βε ρενικίδης Αἰλίου Ζήνωνος τοῦ πυθοχρήστου ἐξη γητοῦ υἱὸς μυηθεὶς ἀφ’ ἑστίας,105,15, Πό Αἴλ Τειμοσθένης Βε ρενικίδης Αἰλ Ζήνωνος τοῦ πυθοχρήστου ἐξη γητοῦ υἱὸς μυηθεὶς ἀφ’ ἑστίας,94,15
475,475,"Statue Base for Elpinike, Daughter of Herodes Attikos, Hearth-Initiate",Base,Dedication,,150,160,155,10,FALSE,FALSE,,475,0.0245,TRUE,224,,475,"1
            
            Ἀππί[αν Ἀννίαν Ἀτειλίαν Ῥή]-
          
          
            
              
            
              γιλλ̣[αν Ἀγριππεῖναν]
          
          
            
              
            
              Ἐλπ̣[ινείκην Ἀτρίαν]
          
          
            
              
            
              Πῶ[λλαν Ἡρώδου καὶ Ῥη]-
          
          
            
              5
            
              γ̣[ίλλης θυγατέρα]
          
          
            
              
            
            [— — — — — — — — — —]", Ἀππίαν Ἀννίαν Ἀτειλίαν Ῥή γιλλ̣αν Ἀγριππεῖναν Ἐλπ̣ινείκην Ἀτρίαν Πῶλλαν Ἡρώδου καὶ Ῥη γ̣ίλλης θυγατέρα ,104,14, Ἀππί γιλλ̣ Ἐλπ̣ Πῶ γ̣ ,23,5
476,476,"Statue Base for Regilla, Wife of Herodes Attikos",Base,Dedication,Before the Telestrion,155,165,160,10,FALSE,FALSE,,476,0.028,,225,,476,"1
            
            Ἀππίαν  Ἀννίαν  Ῥή-
          
          
            
              
            
            γιλλαν  Ἀτιλίαν  Καυ-
          
          
            
              
            
            κιδίαν  Τερτύλλαν,
          
          
            
              
            
            Ἀππίου ὑπάτου  πον-
          
          
            
              5
            
            τίφικος θυγατέρα, Ἡ-
          
          
            
              
            
            ρώιδου Μαραθωνίου
          
          
            
              
            
            ὑπάτου γυναῖκα τοῦ
          
          
            
              
            
            ἐξηγητοῦ  ὁ ἀνὴρ
          
          
            
              
            
                     ἀνέθηκεν.", Ἀππίαν Ἀννίαν Ῥή γιλλαν Ἀτιλίαν Καυ κιδίαν Τερτύλλαν Ἀππίου ὑπάτου πον τίφικος θυγατέρα Ἡ ρώιδου Μαραθωνίου ὑπάτου γυναῖκα τοῦ ἐξηγητοῦ ὁ ἀνὴρ ἀνέθηκεν,152,23, Ἀππίαν Ἀννίαν Ῥή γιλλαν Ἀτιλίαν Καυ κιδίαν Τερτύλλαν Ἀππίου ὑπάτου πον τίφικος θυγατέρα Ἡ ρώιδου Μαραθωνίου ὑπάτου γυναῖκα τοῦ ἐξηγητοῦ ὁ ἀνὴρ ἀνέθηκεν,152,23
477,477,"Statue Base for Ti. Kl. Appios Ateilios Bradoua, Son of Kl. Herodes, Hearth-Initiate",Base,Dedication,,160,165,162.5,5,TRUE,FALSE,,477,0.012,,226,,477,"vacat 0.017 m.
          
          
            
              
            
            Τι(βέριον) Κλ(αύδιον) [Ἀτείλιον Ἀττικὸν]
          
          
            
              
            
            Βραδούαν Κλ(αυδίου) [Ἡρώδου τοῦ ἀρ]-
          
          
            
              
            
            χιερέως ∙ καὶ [Ῥηγίλλης Ἀππίου]
          
          
            
              
            
            ὑπάτου θυ[γατρὸς υἱόν, υἱὸν]
          
          
            
              5
            
            τῆς Ἑλλ[άδος, μυηθέντα ἀφ’ ἑ]-
          
          
            
              
            
            στίας ․[— — — — — — — — —]
          
          
            
              
            
            τῆς #⁷[— — — — — — — — — —]
          
          
            
              
            
            λη[— — — — — — — — — — —]
          
          
            
              
            
            [— — — — — — — — — — — —]", Τιβέριον Κλαύδιον Ἀτείλιον Ἀττικὸν Βραδούαν Κλαυδίου Ἡρώδου τοῦ ἀρ χιερέως καὶ Ῥηγίλλης Ἀππίου ὑπάτου θυγατρὸς υἱόν υἱὸν τῆς Ἑλλάδος μυηθέντα ἀφ’ ἑ στίας τῆς λη ,162,25, Τι Κλ Βραδούαν Κλ χιερέως καὶ ὑπάτου θυ τῆς Ἑλλ στίας ․ τῆς λη ,64,14
478,478,Statue Base for Ael. Praxagoras Themistokleous Meliteus,Base,Dedication,South Wall,160,170,165,10,FALSE,TRUE,,478,0.032,,227,,478,"[— — — — — — — — — — — —]
          
          
            
              
            
            [Αἴλιον Πραξαγόραν Μελιτέα]
          
          
            
              
            
            [Θεμιστοκλέους Μελιτέως υἱὸν]
          
          
            
              
            
            Θεμ[ιστο]κλέ[ους Μελιτέως]
          
          
            
              
            
            ἔγγο̣νον, Λεων[ίδου τοῦ δᾳδού]-
          
          
            
              5
            
            χου Μελιτέως ἀ[πόγονον, ἄρξαντα]
          
          
            
              
            
            τὴ[ν] ἐπώνυμον [ἀρχὴ]ν κ̣[α]ὶ̣
          
          
            
              
            
            [παν]ηγυριαρχήσα[ντα κ]αὶ ἀγω-
          
          
            
              
            
            [νοθ]ετήσαντα τῶ[ν μεγά]λ̣ων
          
          
            
              
            
            [Ἀσκλη]πιείων.  vacat
          
          
            
              
            
                        vacat", Αἴλιον Πραξαγόραν Μελιτέα Θεμιστοκλέους Μελιτέως υἱὸν Θεμιστοκλέους Μελιτέως ἔγγο̣νον Λεωνίδου τοῦ δᾳδού χου Μελιτέως ἀπόγονον ἄρξαντα τὴν ἐπώνυμον ἀρχὴν κ̣αὶ̣ πανηγυριαρχήσαντα καὶ ἀγω νοθετήσαντα τῶν μεγάλ̣ων Ἀσκληπιείων ,224,27, Θεμκλέ ἔγγο̣νον Λεων χου Μελιτέως ἀ τὴ ἐπώνυμον ν κ̣ὶ̣ ηγυριαρχήσααὶ ἀγω ετήσαντα τῶλ̣ων πιείων ,97,15
479,479,Statue Base for Aelius Praxagoras Themistokles Meliteus,Base,Dedication,South Wall,160,170,165,10,FALSE,TRUE,,479,0.028,,228,,479,"[— — — — — — — — — — — —]
          
          
            
              
            
            [Αἴλ(ιον) Πραξαγόραν Μελιτέα]
          
          
            
              
            
            [υἱὸν Κλ(αυδίου) Θεμιστοκλέ]ους
          
          
            
              
            
            [Μελιτέως ἔγγονον] Κλ(αυδίου) Θε-
          
          
            
              
            
            [μιστοκλέους] Μελιτέως,
          
          
            
              5
            
            [ἀπόγονον] Λεωνίδου δᾳδού-
          
          
            
              
            
            [χου Μελιτέ]ως, ἄρξαντα τὴν
          
          
            
              
            
            [ἐπώνυμο]ν ἀρχὴν κ[α]ὶ πα-
          
          
            
              
            
            [ν]η̣γ̣[υριαρχή]σαντα καὶ ἀγω-
          
          
            
              
            
            νοθ[ετήσαντα Πανα]θη-
          
          
            
              10
            
            να[ίων καὶ Ἀσκληπιείων]
          
          
            
              
            
            ΤΙ[— — — — — — — — —]
          
          
            
              
            
            #⁷[— — — — — — — — —]
          
          
            
              
            
            [— — — — — — — — —]", Αἴλιον Πραξαγόραν Μελιτέα υἱὸν Κλαυδίου Θεμιστοκλέους Μελιτέως ἔγγονον Κλαυδίου Θε μιστοκλέους Μελιτέως ἀπόγονον Λεωνίδου δᾳδού χου Μελιτέως ἄρξαντα τὴν ἐπώνυμον ἀρχὴν καὶ πα νη̣γ̣υριαρχήσαντα καὶ ἀγω νοθετήσαντα Παναθη ναίων καὶ Ἀσκληπιείων ΤΙ ,246,32, ους Κλ Θε Μελιτέως Λεωνίδου δᾳδού ως ἄρξαντα τὴν ν ἀρχὴν κὶ πα η̣γ̣σαντα καὶ ἀγω νοθθη να ΤΙ ,94,19
480,480,"Statue Base for an Unknown Son of P. Ael. Praxagoras Meliteus, Hearth-Initiate",Base,Dedication,South Wall,160,170,165,10,FALSE,TRUE,,480,0.046,,229,,480,"[— — — — —]
          
          
            
              
            
            [․․]#⁷ΙΙ[․․․6․․․]
          
          
            
              
            
            [․․]ν Μελιτ[έα]
          
          
            
              
            
            [Π]οπλ̣ίου Αἰλ̣[ίου]
          
          
            
              
            
            [Πραξαγόρου]
          
          
            
              5
            
            [Μελιτέως υἱὸν]
          
          
            
              
            
            [μυηθέντα ἀφ’]
          
          
            
              
            
            [ἑστίας? — — —]
          
          
            
              
            
            [— — — — — —]", ΙΙ ν Μελιτέα Ποπλ̣ίου Αἰλ̣ίου Πραξαγόρου Μελιτέως υἱὸν μυηθέντα ἀφ’ ἑστίας ,76,11, ΙΙ ν Μελιτ οπλ̣ίου Αἰλ̣ ,25,5
481,481,"Statue Base for Fl. Xenion Marathonsios, Hearth-Initiate, and Others",Base,Dedication,,160,170,165,10,FALSE,TRUE,,481,,,230,,481,"[— — — — — — — — — —]
          
          
            
              
            
            |  [τὸ]ν ἀφ’ ἑστ[ία|ς μύστην?]
          
          
            
              
            
            |  Φλά(ουιον) · Ξενίωνα |
          
          
            
              
            
            |  Μαραθώνιον     |
          
          
            
              
            
            |  τὸν κράτιστο[|ν τὸν υἱὸν?]
          
          
            
              5
            
            |  [Φλα(ουίου)] Ζ̣η̣νοφίλο[|υ]
          
          
            
              
            
            [— — — — — — — — — —]", τὸν ἀφ’ ἑστίας μύστην Φλάουιον Ξενίωνα Μαραθώνιον τὸν κράτιστον τὸν υἱὸν Φλαουίου Ζ̣η̣νοφίλου ,95,13, ν ἀφ’ ἑστ Φλά Ξενίωνα Μαραθώνιον τὸν κράτιστο Ζ̣η̣νοφίλο ,58,9
482,482,Altar(?) for the Health of M. Aurelius and L. Verus,Base,Dedication,,161,169,165,8,FALSE,FALSE,,482,0.015,,231,,482,"1
            
                    ὑπὲρ ὑγε[ίας]
          
          
            
              
            
            καὶ νείκης κα[ὶ διαμονῆς]
          
          
            
              
            
            τῶν Αὐτοκρα[τόρων]
          
          
            
              
            
            Μ(άρκου) Αὐρ̣ηλίου Ἀντ[ωνείνου]
          
          
            
              5
            
            καὶ Λουκίου Β[ήρου Σεβα]-
          
          
            
              
            
            στῶν ὁ ἱερε[ὺς Τριπτολέ]-
          
          
            
              
            
            μου καὶ ἵππα[ρχος — — —]
          
          
            
              
            
            Αἴλιος Χ̣[․]σ̣[— — — —]σιος
          
          
            
              
            
            Π[․․․]ΙΓ[— — — —]θος
          
          
            
              
            
            [— — — — — — — — —]", ὑπὲρ ὑγείας καὶ νείκης καὶ διαμονῆς τῶν Αὐτοκρατόρων Μάρκου Αὐρ̣ηλίου Ἀντωνείνου καὶ Λουκίου Βήρου Σεβα στῶν ὁ ἱερεὺς Τριπτολέ μου καὶ ἵππαρχος Αἴλιος Χ̣σ̣ σιος ΠΙΓ θος ,170,27, ὑπὲρ ὑγε καὶ νείκης κα τῶν Αὐτοκρα Μ Αὐρ̣ηλίου Ἀντ καὶ Λουκίου Β στῶν ὁ ἱερε μου καὶ ἵππα Αἴλιος Χ̣σ̣σιος ΠΙΓθος ,114,22
483,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,162,172,167,10,FALSE,FALSE,,483,0.013,,232,,483,"1
            
                       Ἀγ̣α[θῇ Τύχῃ].
          
          
            
              
            
            ἡ ἐξ Ἀρείου πάγου β̣[ουλὴ καὶ ἡ βουλὴ τῶ]ν Φ καὶ
          
          
            
              
            
            ὁ δῆμος ὁ Ἀθηναίων Τ̣[ίτον Φλ(άουιον) Ἱεροφάντην Παι]ανιέα
          
          
            
              
            
            [Τίτ]ο̣υ Φλ(αουίου) Ἀλκιβιά[δου Παιανι]έ̣ω[ς υἱὸν ἄρξαντ]ο̣ς τὴν
          
          
            
              5
            
            [ἐπώνυμον ἀ]ρ̣χ̣[ήν], π̣α̣[νηγ]υ̣ριαρχήσαν[τος, κηρυκ]εύσαν-
          
          
            
              
            
            [τος τῆς ἐξ Ἀρείου πάγ]ου̣ [βουλ]ῆς, στρατηγήσαντος ἐ̣[πὶ τὰ ὅπλα]
          
          
            
              
            
            [κ]α̣ὶ γ̣[υμν]ασι̣αρ̣χ̣[ήσα]ν̣τος ἐκ τῶν ἰδίων, ἀγωνοθε[τήσαν]-
          
          
            
              
            
            τος Π[αν]α̣θηναίων οἴκοθεν, Τίτου · Φλ(αουίου) · Λεωσθένου[ς Παια]-
          
          
            
              
            
            νιέω[ς ἔ]κγονον, ἄρξαντος τὴν ἐπώνυμον ἀρχήν, παν[η]-
          
          
            
              10
            
            γυρι[αρ]χήσαντος, κηρυκεύσαντος τῆς ἐξ Ἀρείου πάγου
          
          
            
              
            
            βουλῆς, στρατηγ̣ήσαντος ἐπὶ τὰ ὅπλα · Γ · καὶ γυμνασιαρ-
          
          
            
              
            
            χή[σα]ντος, ἀγωνοθετήσαντος Παναθηναίων ἀποδει-
          
          
            
              
            
            χ[θέν]τος ὑπὸ θεοῦ Ἁδριανοῦ, Τίτου · Φλ(αουίου) · Ἀλκιβιάδου Παιανιέ-
          
          
            
              
            
            [ως] ἀδελφόν, ἄρξαντος τὴν ἐπώνυμον ἀρχήν, πανηγυρι-
          
          
            
              15
            
            [αρ]χήσαντος, κηρυκεύσαντος τῆς ἐξ Ἀρείου πάγου βουλῆς,
          
          
            
              
            
            [ἄρξ]αντα, πανηγυριαρχήσαντα, γυμνασιαρχήσαντα οἴκοθεν
          
          
            
              
            
            [ὁ]λ̣κείοις, πρεσβεύσαντα δὶς εἰς Ῥώμην ἐπὶ θεοῦ Ἀντωνεί-
          
          
            
              
            
            [ν]ου, υἱὸν · Φλ(αουίας) · Εἰσιδώρας τῆς · Φλ(αουίου) · Ἡρακλείτου καὶ Δομιτίας
          
          
            
              
            
            Λαοδαμείας θυγατρός, Κρατεροῦ ἔγγονον, ὃς τὴν πίστιν
          
          
            
              20
            
            τῇ πόλ̣ει ἐς τὰ νῦν δι’ ὧν κατέλιπεν φυλάσσει, ἱεροφαντοῦν-
          
          
            
              
            
            τα, ἐπὶ γένους λαμπρότητι καὶ φιλοτιμίαις ἁπάσαις εὐχαριστή-
          
          
            
              
            
            σαντα τῇ πόλε̣<ι>, τ̣ὸ̣ στρόφιον παρὰ τῷ Αὐτοκράτορι θεῷ Ἀν-
          
          
            
              
            
            τωνείνῳ λαβόντα καὶ τὸν Αὐτοκράτορα μυήσαντος
          
          
            
              
            
            [Λ]ο̣ύκιον Αὐρήλιον Οὐῆρον δὶς ἐπὶ τῷ ἔτει ἀγαγόντα
          
          
            
              25
            
            μυστήρια καὶ τοῦτο κατὰ τὸ θεμιτόν, καὶ προσειδρύσαν-
          
          
            
              
            
            τα Εὐμολπίδην συναγαγόντα, ἐπεὶ καὶ ἐπιλέγοντα εἴχομεν, ἀρετῆς μεγέ-
          
          
            
              
            
            θει καὶ τῆς πρὸς τοὺς θεοὺς εὐσεβείας κἂν τούτῳ χάριν ἀνέθηκεν.", Ἀγ̣αθῇ Τύχῃ ἡ ἐξ Ἀρείου πάγου β̣ουλὴ καὶ ἡ βουλὴ τῶν Φ καὶ ὁ δῆμος ὁ Ἀθηναίων Τ̣ίτον Φλάουιον Ἱεροφάντην Παιανιέα Τίτο̣υ Φλαουίου Ἀλκιβιάδου Παιανιέ̣ως υἱὸν ἄρξαντο̣ς τὴν ἐπώνυμον ἀρ̣χ̣ήν π̣α̣νηγυ̣ριαρχήσαντος κηρυκεύσαν τος τῆς ἐξ Ἀρείου πάγου̣ βουλῆς στρατηγήσαντος ἐ̣πὶ τὰ ὅπλα κα̣ὶ γ̣υμνασι̣αρ̣χ̣ήσαν̣τος ἐκ τῶν ἰδίων ἀγωνοθετήσαν τος Πανα̣θηναίων οἴκοθεν Τίτου Φλαουίου Λεωσθένους Παια νιέως ἔκγονον ἄρξαντος τὴν ἐπώνυμον ἀρχήν πανη γυριαρχήσαντος κηρυκεύσαντος τῆς ἐξ Ἀρείου πάγου βουλῆς στρατηγ̣ήσαντος ἐπὶ τὰ ὅπλα Γ καὶ γυμνασιαρ χήσαντος ἀγωνοθετήσαντος Παναθηναίων ἀποδει χθέντος ὑπὸ θεοῦ Ἁδριανοῦ Τίτου Φλαουίου Ἀλκιβιάδου Παιανιέ ως ἀδελφόν ἄρξαντος τὴν ἐπώνυμον ἀρχήν πανηγυρι αρχήσαντος κηρυκεύσαντος τῆς ἐξ Ἀρείου πάγου βουλῆς ἄρξαντα πανηγυριαρχήσαντα γυμνασιαρχήσαντα οἴκοθεν ὁλ̣κείοις πρεσβεύσαντα δὶς εἰς Ῥώμην ἐπὶ θεοῦ Ἀντωνεί νου υἱὸν Φλαουίας Εἰσιδώρας τῆς Φλαουίου Ἡρακλείτου καὶ Δομιτίας Λαοδαμείας θυγατρός Κρατεροῦ ἔγγονον ὃς τὴν πίστιν τῇ πόλ̣ει ἐς τὰ νῦν δι’ ὧν κατέλιπεν φυλάσσει ἱεροφαντοῦν τα ἐπὶ γένους λαμπρότητι καὶ φιλοτιμίαις ἁπάσαις εὐχαριστή σαντα τῇ πόλε̣ι τ̣ὸ̣ στρόφιον παρὰ τῷ Αὐτοκράτορι θεῷ Ἀν τωνείνῳ λαβόντα καὶ τὸν Αὐτοκράτορα μυήσαντος Λο̣ύκιον Αὐρήλιον Οὐῆρον δὶς ἐπὶ τῷ ἔτει ἀγαγόντα μυστήρια καὶ τοῦτο κατὰ τὸ θεμιτόν καὶ προσειδρύσαν τα Εὐμολπίδην συναγαγόντα ἐπεὶ καὶ ἐπιλέγοντα εἴχομεν ἀρετῆς μεγέ θει καὶ τῆς πρὸς τοὺς θεοὺς εὐσεβείας κἂν τούτῳ χάριν ἀνέθηκεν,1414,200, Ἀγ̣α ἡ ἐξ Ἀρείου πάγου β̣ν Φ καὶ ὁ δῆμος ὁ Ἀθηναίων Τ̣ανιέα ο̣υ Φλ Ἀλκιβιάέ̣ωο̣ς τὴν ρ̣χ̣ π̣α̣υ̣ριαρχήσανεύσαν ου̣ ῆς στρατηγήσαντος ἐ̣ α̣ὶ γ̣ασι̣αρ̣χ̣ν̣τος ἐκ τῶν ἰδίων ἀγωνοθε τος Πα̣θηναίων οἴκοθεν Τίτου Φλ Λεωσθένου νιέωκγονον ἄρξαντος τὴν ἐπώνυμον ἀρχήν παν γυριχήσαντος κηρυκεύσαντος τῆς ἐξ Ἀρείου πάγου βουλῆς στρατηγ̣ήσαντος ἐπὶ τὰ ὅπλα Γ καὶ γυμνασιαρ χήντος ἀγωνοθετήσαντος Παναθηναίων ἀποδει χτος ὑπὸ θεοῦ Ἁδριανοῦ Τίτου Φλ Ἀλκιβιάδου Παιανιέ ἀδελφόν ἄρξαντος τὴν ἐπώνυμον ἀρχήν πανηγυρι χήσαντος κηρυκεύσαντος τῆς ἐξ Ἀρείου πάγου βουλῆς αντα πανηγυριαρχήσαντα γυμνασιαρχήσαντα οἴκοθεν λ̣κείοις πρεσβεύσαντα δὶς εἰς Ῥώμην ἐπὶ θεοῦ Ἀντωνεί ου υἱὸν Φλ Εἰσιδώρας τῆς Φλ Ἡρακλείτου καὶ Δομιτίας Λαοδαμείας θυγατρός Κρατεροῦ ἔγγονον ὃς τὴν πίστιν τῇ πόλ̣ει ἐς τὰ νῦν δι’ ὧν κατέλιπεν φυλάσσει ἱεροφαντοῦν τα ἐπὶ γένους λαμπρότητι καὶ φιλοτιμίαις ἁπάσαις εὐχαριστή σαντα τῇ πόλε̣ τ̣ὸ̣ στρόφιον παρὰ τῷ Αὐτοκράτορι θεῷ Ἀν τωνείνῳ λαβόντα καὶ τὸν Αὐτοκράτορα μυήσαντος ο̣ύκιον Αὐρήλιον Οὐῆρον δὶς ἐπὶ τῷ ἔτει ἀγαγόντα μυστήρια καὶ τοῦτο κατὰ τὸ θεμιτόν καὶ προσειδρύσαν τα Εὐμολπίδην συναγαγόντα ἐπεὶ καὶ ἐπιλέγοντα εἴχομεν ἀρετῆς μεγέ θει καὶ τῆς πρὸς τοὺς θεοὺς εὐσεβείας κἂν τούτῳ χάριν ἀνέθηκεν,1202,178
